epoch,acc,loss,val_acc,val_loss
0,0.5042431950569153,0.7142907977104187,0.5071499943733215,0.6946173906326294
1,0.5098136067390442,0.6938984394073486,0.5133333206176758,0.6936248540878296
2,0.5143975019454956,0.6925918459892273,0.5141333341598511,0.6931691765785217
3,0.5191617012023926,0.6917235851287842,0.5228833556175232,0.6908154487609863
4,0.5213605165481567,0.6909868717193604,0.5230110883712769,0.690719485282898
5,0.5234555602073669,0.6906766891479492,0.523711085319519,0.6907658576965332
6,0.5244277715682983,0.690524697303772,0.5229222178459167,0.6905364990234375
7,0.5258197784423828,0.6902737021446228,0.5246222019195557,0.6903510689735413
8,0.5273456573486328,0.6900421977043152,0.5265777707099915,0.6901594400405884
9,0.527568519115448,0.6899648308753967,0.5282555818557739,0.6901426911354065
10,0.527710497379303,0.6898888349533081,0.527899980545044,0.6901212930679321
11,0.5292778015136719,0.6897438764572144,0.5265610814094543,0.6905750036239624
12,0.5299432277679443,0.6896234750747681,0.527744472026825,0.6898929476737976
13,0.5302610993385315,0.6895896792411804,0.5289888978004456,0.689843475818634
14,0.5300172567367554,0.6895846724510193,0.5289444327354431,0.6897439956665039
15,0.5303043127059937,0.6895470023155212,0.5286555290222168,0.689845085144043
16,0.5309358239173889,0.6894505620002747,0.5279055833816528,0.6897902488708496
17,0.5308765172958374,0.6894041895866394,0.5267722010612488,0.6902307868003845
18,0.5309932231903076,0.6893877387046814,0.5282666683197021,0.6898755431175232
19,0.531202495098114,0.6893531084060669,0.5284222364425659,0.689740002155304
20,0.5314894914627075,0.6893316507339478,0.527899980545044,0.6898453831672668
21,0.5319148302078247,0.6892880201339722,0.529355525970459,0.6896736025810242
22,0.5314728617668152,0.6892731189727783,0.5279499888420105,0.6905341744422913
23,0.5317580103874207,0.6892392635345459,0.529533326625824,0.6897820830345154
24,0.5318524837493896,0.6892292499542236,0.5284888744354248,0.6896811723709106
25,0.5318289995193481,0.689197838306427,0.5276055335998535,0.6897498965263367
26,0.5323444604873657,0.689154326915741,0.5290944576263428,0.689789354801178
27,0.5322808623313904,0.689134955406189,0.52842777967453,0.6897653937339783
28,0.5324037075042725,0.6891176104545593,0.5294111371040344,0.6896854639053345
29,0.5327234864234924,0.6890841722488403,0.5286666750907898,0.6898685097694397
30,0.532785177230835,0.6890865564346313,0.5296666622161865,0.6896321177482605
31,0.5327160358428955,0.6890357732772827,0.5288944244384766,0.6896694898605347
32,0.5330907702445984,0.6890184283256531,0.5287222266197205,0.6897574663162231
33,0.5329468846321106,0.6889888644218445,0.5286999940872192,0.6897011995315552
34,0.5333222150802612,0.6889436841011047,0.5293444395065308,0.6896541714668274
35,0.5332919955253601,0.6888947486877441,0.5275444388389587,0.6897207498550415
36,0.5337061882019043,0.6888284683227539,0.5281999707221985,0.6896559000015259
37,0.5340938568115234,0.6887911558151245,0.5265111327171326,0.690340518951416
38,0.5341963171958923,0.6887864470481873,0.5287666916847229,0.6898611187934875
39,0.5348129868507385,0.6887159943580627,0.52884441614151,0.6899445056915283
40,0.5346549153327942,0.6886591911315918,0.5290611386299133,0.689877450466156
