epoch,acc,loss,val_acc,val_loss
0,0.5009055733680725,0.707987368106842,0.5051500201225281,0.6932705640792847
1,0.5024111270904541,0.6944648027420044,0.5031388998031616,0.6937615275382996
2,0.5042358040809631,0.6935785412788391,0.5045111179351807,0.6931313872337341
3,0.5047598481178284,0.6933873295783997,0.5034722089767456,0.6932494044303894
4,0.5044154524803162,0.6932940483093262,0.5020999908447266,0.6933814287185669
5,0.5053759217262268,0.6931191086769104,0.5044277906417847,0.6932946443557739
6,0.5056475400924683,0.6930031776428223,0.5067166686058044,0.6929799318313599
7,0.5031808614730835,0.6930608749389648,0.5025555491447449,0.6930080056190491
8,0.502776563167572,0.6930561065673828,0.5023833513259888,0.6930789351463318
9,0.502428412437439,0.6930496692657471,0.5027777552604675,0.6929895281791687
10,0.5030975341796875,0.6930268406867981,0.5054444670677185,0.6929739713668823
11,0.5033079981803894,0.6930239796638489,0.5014222264289856,0.6931183934211731
12,0.5027999877929688,0.6930364370346069,0.5018888711929321,0.693056583404541
13,0.5027907490730286,0.6930415034294128,0.5025777816772461,0.6929920315742493
14,0.504048764705658,0.6930105090141296,0.5010610818862915,0.6930180788040161
15,0.5039172768592834,0.6930171251296997,0.5011610984802246,0.6931244134902954
16,0.5036579966545105,0.6929951310157776,0.5039833188056946,0.6930267214775085
17,0.5039858222007751,0.6929630637168884,0.5027333498001099,0.6929707527160645
18,0.5040919780731201,0.6929739117622375,0.5024944543838501,0.692965567111969
19,0.5044105052947998,0.6929563283920288,0.5056666731834412,0.6929876208305359
20,0.5044074058532715,0.6929486989974976,0.5058388710021973,0.6930169463157654
21,0.5040099024772644,0.6929568648338318,0.5048111081123352,0.6929968595504761
22,0.5044055581092834,0.6929426789283752,0.5054444670677185,0.6930394768714905
23,0.5043283700942993,0.6929540038108826,0.5057055354118347,0.6929487586021423
24,0.5044703483581543,0.6929375529289246,0.5059722065925598,0.692960262298584
25,0.504707396030426,0.6929388642311096,0.5058666467666626,0.6929662823677063
26,0.5045858025550842,0.6929270625114441,0.5060499906539917,0.6929498314857483
27,0.5037000179290771,0.6929371953010559,0.5026222467422485,0.6930227875709534
28,0.504453718662262,0.6929341554641724,0.5056055784225464,0.6929236054420471
29,0.5047993659973145,0.6929190754890442,0.5053611397743225,0.692965567111969
30,0.5044851899147034,0.692924439907074,0.5043777823448181,0.6929948925971985
31,0.5049358010292053,0.6929193735122681,0.5052555799484253,0.6930176019668579
32,0.5047382712364197,0.6929212212562561,0.50522780418396,0.6930391192436218
33,0.5049672722816467,0.6929144859313965,0.5057666897773743,0.6929299831390381
34,0.5080147981643677,0.6928704380989075,0.5088055729866028,0.6928567886352539
35,0.5087055563926697,0.6928391456604004,0.5072555541992188,0.6929389238357544
36,0.5086321234703064,0.692841112613678,0.5075444579124451,0.6929497718811035
37,0.5088512301445007,0.6928114891052246,0.5083110928535461,0.6929851770401001
38,0.5088462829589844,0.6928112506866455,0.5067944526672363,0.6929296255111694
39,0.5092870593070984,0.6927996873855591,0.509505569934845,0.6928308010101318
40,0.508674681186676,0.6927886605262756,0.5098721981048584,0.6928574442863464
41,0.5093005895614624,0.6927525997161865,0.5088833570480347,0.6928470134735107
42,0.5093907117843628,0.6927703022956848,0.508650004863739,0.6928226947784424
43,0.5092635750770569,0.6927750706672668,0.5100333094596863,0.6928240060806274
44,0.5091086626052856,0.6927688121795654,0.5099833607673645,0.6928290128707886
45,0.5093697309494019,0.6927488446235657,0.5086389183998108,0.6928777098655701
46,0.5097981691360474,0.6927593350410461,0.5073222517967224,0.6928306221961975
47,0.5096851587295532,0.6927379369735718,0.5078999996185303,0.6928386688232422
48,0.5099407434463501,0.6927360892295837,0.5094666481018066,0.692890465259552
49,0.5101407170295715,0.6927201151847839,0.5078499913215637,0.6928356289863586
50,0.509863555431366,0.692717969417572,0.5097610950469971,0.6928118467330933
51,0.5101857781410217,0.6926865577697754,0.508316695690155,0.6928510665893555
52,0.5109333395957947,0.6926764845848083,0.5085889101028442,0.6928320527076721
53,0.5107499957084656,0.6926479935646057,0.5084666609764099,0.6928397417068481
54,0.5107179284095764,0.6926632523536682,0.5098888874053955,0.692818284034729
55,0.5109160542488098,0.6926416158676147,0.5087222456932068,0.6928390860557556
56,0.5109864473342896,0.6926277875900269,0.5086833238601685,0.6928248405456543
57,0.5109716057777405,0.6926089525222778,0.5093444585800171,0.6927862763404846
58,0.5112265348434448,0.6926048398017883,0.5076944231987,0.6928567886352539
59,0.5110321044921875,0.6926045417785645,0.5092499852180481,0.6928137540817261
60,0.5116006135940552,0.692575991153717,0.5081999897956848,0.6928569674491882
61,0.511555552482605,0.6925770044326782,0.5082888603210449,0.6929196119308472
62,0.511614203453064,0.6925460696220398,0.5092777609825134,0.6928274035453796
63,0.5116919875144958,0.6925520896911621,0.5084999799728394,0.692907989025116
64,0.5119752883911133,0.6925342082977295,0.5096333622932434,0.6929630041122437
65,0.5122827291488647,0.6925045251846313,0.5094833374023438,0.6928632855415344
66,0.5122487545013428,0.692497193813324,0.5087000131607056,0.6928633451461792
67,0.51218581199646,0.6924805641174316,0.5096222162246704,0.6929473280906677
